Gremio,Nombre,Dirección,Teléfono,Email,Persona de contacto,Web,Lat,Lon,ID,Fuente
Fontaneros,MG Instalaciones,"C. Cabeza Mesada, 20, Vallecas, 28031 Madrid, España, 28031, Madrid, Madrid, España",609 03 65 04,,,https://mgbinstalaciones.webnode.es/,40.3740405,-3.6266218,gplace/None,Google
Fontaneros,"Ecosat Madrid S.L. | Servicio Técnico Oficial Ariston, Chaffoteaux, Fleck de calderas","C. Laguna del Marquesado, 49, A, Villaverde, 28021 Madrid, España, 28021, Madrid, Madrid, España",911 61 00 27,,,https://ecosatmadrid.com/,40.3334547,-3.7104667,gplace/None,Google
Fontaneros,M.C-Gas instalaciones,"C. Mascaraque, 6, L-60, Carabanchel, 28044 Madrid, España, 28044, Madrid, Madrid, España",910 10 10 55,,,https://mcgasmadrid.es/,40.3743777,-3.757484599999999,gplace/None,Google
Fontaneros,Sat S L,"C. de Toledo, 168, Arganzuela, 28005 Madrid, España, 28005, Madrid, Madrid, España",902 11 99 30,,,,40.40284279999999,-3.7137441,gplace/None,Google
Fontaneros,"Detecmad, detección de fugas de agua y fontanería en general en Madrid y alrededores.","C. María Telo, 5, 28420 Parquelagos, Madrid, España, 28420, Parquelagos, Madrid, España",651 97 36 42,,,https://detecmad.com/,40.5904617,-3.9643238,gplace/None,Google
Fontaneros,Manautec | Servicio técnico oficial de las calderas Manaut,"Av. del Ensanche de Vallecas, 9, Vallecas, 28051 Madrid, España, 28051, Madrid, Madrid, España",911 61 00 15,,,http://www.manautec.es/,40.370665,-3.61281,gplace/None,Google
Fontaneros,Instalaciones Malaquías S.L.U.,"Servicio técnico y Postventa repuestos Grohe, Calle del Corregidor José de Pasamonte, 19, Moratalaz, 28030 Madrid, España, 28030, Madrid, Madrid, España",914 09 56 56,,,,40.41035730000001,-3.6479328,gplace/None,Google
Fontaneros,A.B.J - S.A.T.Servicio oficial Cata Nodor Apelson edesa,"ATENCION TELEFONICA, C. de Borja, 15, Latina, 28047 Madrid, España, 28047, Madrid, Madrid, España",913 66 33 18,,,https://www.cata.es/,40.3958634,-3.740942,gplace/None,Google
Fontaneros,Gremisat SL,"Poligono Industrial de Villaverde, C. del Valle de Tobalina, 26, Villaverde, 28021 Madrid, España, 28021, Madrid, Madrid, España",917 95 27 02,,,http://www.gremisat.com/,40.3365539,-3.7149143,gplace/None,Google
Fontaneros,SAT Madrid Servicio Técnico Electrodomésticos,"Parque Empresarial Prado del Espino, C. Impresores, 20, 28660 Boadilla del Monte, Madrid, España, 28660, Boadilla del Monte, Madrid, España",916 48 02 45,,,https://reparacion-electrodomesticos.es/,40.3950648,-3.8476726,gplace/None,Google
Fontaneros,Instalaciones S.L.,"C. del Puerto de Tarancón, 28, Puente de Vallecas, 28038 Madrid, España, 28038, Madrid, Madrid, España",917 25 72 49,,,,40.4025105,-3.6646807,gplace/None,Google
Fontaneros,HogarSAT,"C. de Tomás Bretón, 13, Arganzuela, 28045 Madrid, España, 28045, Madrid, Madrid, España",912 30 16 00,,,http://hogarsat.com/,40.39751100000001,-3.694088,gplace/None,Google
Fontaneros,Vilaservis,"C. Prudencio Álvaro, 16, Cdad. Lineal, 28027 Madrid, España, 28027, Madrid, Madrid, España",914 07 08 61,,,http://www.vilaservis.es/,40.4372062,-3.6463906,gplace/None,Google
Fontaneros,Orval Saneamientos E Instalaciones Sl,"C. de Valdecanillas, 33, San Blas-Canillejas, 28037 Madrid, España, 28037, Madrid, Madrid, España",917 54 56 55,,,,40.4317407,-3.6276284,gplace/None,Google
Fontaneros,Servicio de Manitas,"Calle de Antonio López, 25, Carabanchel, 28019 Madrid, España, 28019, Madrid, Madrid, España",622 09 33 75,,,,40.3965687,-3.71291,gplace/None,Google
Fontaneros,Tienda de Gas Natural y Energías Renovables S.L,"C. de Mantuano, 32, Chamartín, 28002 Madrid, España, 28002, Madrid, Madrid, España",,,,http://www.tiendagasnatural.com/,40.4464395,-3.6755833,gplace/None,Google
Fontaneros,SAT PROFESIONAL,"SAN DEOGRACIAS,13, LOCAL 1, Latina, 28044 Madrid, España, 28044, Madrid, Madrid, España",688 92 28 86,,,,40.377588,-3.771446,gplace/None,Google
Fontaneros,Erasmil Mantenimientos SL,"C. del Arroyo de la Media Legua, 29, Moratalaz, 28030 Madrid, España, 28030, Madrid, Madrid, España",914 09 49 00,,,https://www.erasmil.com/,40.4112218,-3.6562569,gplace/None,Google
Fontaneros,FHG SERMATEC S.L,"C. Prado de Las Encinas, 15, 28280 Madrid, España, 28280, Madrid, Madrid, España",615 47 55 44,,,http://www.fhgsermatec.com/?utm_source=GMB&utm_medium=Ficha-GMB&utm_campaign=SEO-LOCAL,40.5976861,-4.1282227,gplace/None,Google
Fontaneros,SAT Madrid SA,"C. de Ferraz, 22, Moncloa - Aravaca, 28008 Madrid, España, 28008, Madrid, Madrid, España",,,,,40.4249758,-3.7159188,gplace/None,Google
Fontaneros,Repadavi Fontanero,"C. del Pergamino, 54, Vicálvaro, 28032 Madrid, España, 28032, Madrid, Madrid, España",688 23 47 91,,,http://repadavi.es/,40.3939017,-3.6213201,gplace/None,Google
Fontaneros,FONMAR Fontaneros del Hogar,"C. de Asura, 95, Cdad. Lineal, 28043 Madrid, España, 28043, Madrid, Madrid, España",919 93 19 83,,,https://sites.google.com/view/fonmarfontanerosdelhogar/inicio,40.45709919999999,-3.6545383,gplace/None,Google
Fontaneros,Delicias Fontaneros,"Calle de las Delicias, 26, Arganzuela, 28045 Madrid, España, 28045, Madrid, Madrid, España",919 93 16 93,,,https://sites.google.com/view/fontaneros-delicias/inicio,40.4039889,-3.6923936,gplace/None,Google
Fontaneros,Pucho instalaciones sl,"Av. de María Moliner, 15, 13 1iz, 28919 Leganés, Madrid, España, 28919, Leganés, Madrid, España",696 49 88 89,,,https://puchoinstalaciones.com/,40.3438749,-3.7474476,gplace/None,Google
Fontaneros,FontaCentro,"C. de Canarias, 5, Arganzuela, 28045 Madrid, España, 28045, Madrid, Madrid, España",919 93 17 39,,,https://sites.google.com/view/fontacentro/inicio,40.4022729,-3.697211999999999,gplace/None,Google
Fontaneros,Fontanero Hortaleza | Averías,"C. de Joaquín Cimas, 7, Hortaleza, 28033 Madrid, España, 28033, Madrid, Madrid, España",919 93 12 67,,,https://sites.google.com/view/fontanerohortalezaaverias/inicio,40.47445889999999,-3.6501807,gplace/None,Google
Fontaneros,Proyectos Fongas S.L,"C. Aldeanueva de la Vera, 10, Latina, 28044 Madrid, España, 28044, Madrid, Madrid, España",686 17 64 30,,,,40.3804561,-3.7771219,gplace/None,Google
Fontaneros,Instalaciones Marcial S.l,"C. de San Filiberto, 10, Usera, 28026 Madrid, España, 28026, Madrid, Madrid, España",687 74 24 37,,,,40.385595,-3.7135838,gplace/None,Google
Fontaneros,Fontanería Rafael Sánchez,"Av. de Levante, 18, 28521 Rivas-Vaciamadrid, Madrid, España, 28521, Rivas-Vaciamadrid, Madrid, España",650 78 00 27,,,,40.3251055,-3.5106036,gplace/None,Google
Fontaneros,Bane Fontaneros,"C. Luna, 3, 28901 Getafe, Madrid, España, 28901, Getafe, Madrid, España",919 93 29 94,,,https://banefontaneros.com/,40.3044082,-3.7318704,gplace/None,Google
Fontaneros,Fontanería y Suministros Fontamadrid,"C. de Antonio Toledano, 5, Salamanca, 28028 Madrid, España, 28028, Madrid, Madrid, España",913 61 39 42,,,,40.42521139999999,-3.6666415,gplace/None,Google
Fontaneros,Hnos Herrera | Fontaneros en Chamartín,"Calle del Cardenal Silíceo, 30, Chamartín, 28002 Madrid, España, 28002, Madrid, Madrid, España",919 93 21 69,,,https://sites.google.com/view/hnos-herrera-fontaneros-en-cha/inicio,40.4433607,-3.6701971,gplace/None,Google
Fontaneros,Servicios de Fontanería,"C. de Alejandro Ferrant, 16, Arganzuela, 28045 Madrid, España, 28045, Madrid, Madrid, España",919 93 08 74,,,https://sites.google.com/view/serviciosdefontaneria/inicio,40.394688,-3.692416399999999,gplace/None,Google
Fontaneros,Saneamientos Hnos. Diaz Fontaneria,"C. del Monte Aya, 25, Vallecas, 28031 Madrid, España, 28031, Madrid, Madrid, España",913 32 15 77,,,,40.376945,-3.6213307,gplace/None,Google
Fontaneros,Fontanería Luis Alberto Palacios Ibáñez,"Av del Manzanares, 84, Carabanchel, 28019 Madrid, España, 28019, Madrid, Madrid, España",915 60 75 85,,,,40.4000409,-3.7215841,gplace/None,Google
Fontaneros,Lexa Fontaneros,"P.º de Extremadura, 137, Latina, 28011 Madrid, España, 28011, Madrid, Madrid, España",640 95 79 24,,,https://lexafontaneros.madrid/,40.4100935,-3.7377245,gplace/None,Google
Fontaneros,Fontanero Martínez y Hermanos,"C. Villalonso, 13, Villaverde, 28021 Madrid, España, 28021, Madrid, Madrid, España",919 93 19 17,,,https://sites.google.com/view/fontaneromartnezyhermanos/inicio,40.349327,-3.7080082,gplace/None,Google
Fontaneros,Fontanero Carabanchel,"Carabanchel, C. Antonio Antoranz, 26, 3B, Carabanchel, 28025 Madrid, España, 28025, Madrid, Madrid, España",919 93 17 62,,,https://sites.google.com/view/fontanero-carabanchel/inicio,40.3809169,-3.741578999999999,gplace/None,Google
Fontaneros,Fontaneros Pacífico Retiro Mediodía,"c. de Melquíades Biencinto, 19, Puente de Vallecas, 28053 Madrid, España, 28053, Madrid, Madrid, España",630 36 36 24,,,https://fontaneria-h-m-delgado.jimdosite.com/,40.3956387,-3.6702532,gplace/None,Google
Fontaneros,Fontanería y albañilería Madrid Instalación | Reparación | Mantenimiento | Profesionales Madrid,"C. de Camarena, 261, 2º Izq, Latina, 28047 Madrid, España, 28047, Madrid, Madrid, España",675 07 23 29,,,https://profesionalesmadrid.com/,40.3849564,-3.7569198,gplace/None,Google
