Gremio,Nombre,Dirección,Teléfono,Email,Persona de contacto,Web,Lat,Lon,ID,Fuente
aire acondicionado y calderas,VINCARGAS | Reparación de calderas y calentadores,"Avinguda de Ausias March, 20, Bajo Izquierdo, 46132 Almàssera, Valencia, España, 46132, Almàssera, Valencia, España",615 41 78 31,,,,39.5135177,-0.3613542,gplace/None,Google
aire acondicionado y calderas,Viventia Servicios Integrales S.L.,"C/ del Marqués de Montortal, 77, Rascanya, 46019 València, Valencia, España, 46019, València, Valencia, España",963 68 04 91,,,https://www.viventia.eu/,39.4960458,-0.3762406,gplace/None,Google
aire acondicionado y calderas,Tu Servicio Técnico,"Gran Vía del Marqués del Turia, 49, 1º-1ª, Ensanche, 46005 Valencia, España, 46005, Valencia, Valencia, España",602 14 29 30,,,https://www.tuserviciotecnico.net/,39.4673448,-0.368803,gplace/None,Google
aire acondicionado y calderas,ClimaMania Valencia,"Carrer de Francesc de Llano, 9, Patraix, 46018 València, Valencia, España, 46018, València, Valencia, España",962 03 03 44,,,https://www.climamania.com/,39.4656109,-0.3904708,gplace/None,Google
aire acondicionado y calderas,Climacoold Aire acondicionado,"Pl. de Joan de Vila-rasa, 46001, Extramurs, 46001 València, Valencia, España, 46001, València, Valencia, España",711 71 57 35,,,https://es.wallapop.com/app/catalog/published,39.4755672,-0.38467,gplace/None,Google
aire acondicionado y calderas,Contreras Instalación de Aire y Fluidos S.L.,"C. Vistabella, 21, B, 46210 Picaña, Valencia, España, 46210, Picaña, Valencia, España",637 03 93 91,,,https://contrerasinstalaciones.com/,39.4389358,-0.4322451,gplace/None,Google
aire acondicionado y calderas,Astroclima Instaladora,"C. de Orfeo, 2, 28341 Valdemoro, Madrid, España, 28341, Valdemoro, Madrid, España",918 01 46 11,,,https://www.calderasyreformasvaldemoro.es/,40.1827631,-3.681748299999999,gplace/None,Google
aire acondicionado y calderas,Nucleo Instalaciones SL,"Carrer de Jacint Labaila, 23, Patraix, 46007 València, Valencia, España, 46007, València, Valencia, España",963 41 55 77,,,http://www.nucleosolar.es/,39.4590523,-0.3913533,gplace/None,Google
aire acondicionado y calderas,Tu Clima,"Carrer Major, 6, Bajo, 46183 La Eliana, Valencia, España, 46183, La Eliana, Valencia, España",962 74 03 79,,,http://www.tu-clima.com/,39.5671458,-0.5305174,gplace/None,Google
aire acondicionado y calderas,Calderas de gas económicas,"Calle Velázquez, 15, Salamanca, 28001 Madrid, España, 28001, Madrid, Madrid, España",911 09 07 23,,,http://www.calderasdegaseconomicas.es/,40.42271239999999,-3.6846487,gplace/None,Google
aire acondicionado y calderas,Instamar,"Plaça la Mesquita, 329, 12600 La Vall d'Uixó, Castelló, España, 12600, La Vall d'Uixó, Castelló, España",615 92 98 82,,,http://www.instalacionesinstamar.com/,39.81205569999999,-0.2103551,gplace/None,Google
aire acondicionado y calderas,FONTANERIA GAS Y CALEFACCION TEBAR S.L,"C/ del Litògraf Pascual i Abad, 14, Jesús, 46017 València, Valencia, España, 46017, València, Valencia, España",960 91 11 89,,,http://www.instalacionestebar.com/,39.4511159,-0.3921233,gplace/None,Google
aire acondicionado y calderas,Roymar Climatització,"Carrer Sant Vicent, 10, 12510 Sant Rafel del Riu, Castelló, España, 12510, Sant Rafel del Riu, Castelló, España",977 57 03 00,,,,40.6078186,0.3494254,gplace/None,Google
aire acondicionado y calderas,Sumifon Clima - Peris y Valero,"Av. de Peris i Valero, 170, Quatre Carreres, 46006 València, Valencia, España, 46006, València, Valencia, España",960 62 51 37,,,https://www.sumifonclima.com/,39.46178949999999,-0.3639037,gplace/None,Google
aire acondicionado y calderas,COINSAT SERVICIO TECNICO OFICIAL FERROLI-COINTRA,"Carrer Mestre Serrano, 40, 46200 Paiporta, Valencia, España, 46200, Paiporta, Valencia, España",963 97 01 67,,,http://www.cointravalencia.com/,39.4248218,-0.4168996,gplace/None,Google
aire acondicionado y calderas,Quantum Climate S.L.,"Carrer Torrent, 23, 46200 Paiporta, Valencia, España, 46200, Paiporta, Valencia, España",618 39 41 14,,,https://www.quantumclimate.es/,39.4316115,-0.4137687,gplace/None,Google
aire acondicionado y calderas,Servicio Técnico Oficial Calderas y Calentadores Saunier Duval Valencia,"C. Dolores Ibárruri, 24-26, 46920 Mislata, Valencia, España, 46920, Mislata, Valencia, España",963 16 25 80,,,https://www.serviciotecnicooficial.saunierduval.es/sats/valencia-36/,39.48008,-0.4234,gplace/None,Google
